Device_Fail,Gear_Type,Velocity,Torque(Nm),Wear_Measure,Sensor_1,Sensor_2
N,T,1592,38.2,211,298.1,323
N,Y,1566,33.8,100,298.2,320.7777778
N,T,1420,50.1,138,296.7,321.1481481
N,X,1649,30.1,62,302.6,330.4074074
N,Y,1611,31.8,169,302.3,331.8888889
N,Y,1384,46.1,7,300,334.1111111
N,T,1510,38.7,141,302.3,335.2222222
N,Y,1588,32.7,138,301,327.4444444
N,T,1630,35.6,183,302.3,333
N,T,1769,27.2,188,298.2,321.1481481
N,Y,1609,35.8,156,301,334.8518519
N,T,1570,36.8,189,300.1,326.3333333
N,T,1418,47.3,60,300,333.3703704
N,T,1438,45.6,105,298.1,323
N,Y,1233,59,81,299.1,330.037037
N,T,1409,41.9,98,303,333.3703704
N,X,1846,27.3,179,297,321.1481481
N,T,1544,39.3,217,301.2,332.6296296
N,Y,1520,43,88,302.6,333
N,T,1558,32.6,0,301,329.2962963
N,T,1602,37.3,31,299.6,325.962963
N,X,1671,28,158,297.5,323.3703704
N,Y,1581,30.9,31,301.3,333
N,T,1293,59.1,125,298.7,327.8148148
N,T,1548,32.4,81,302.2,334.4814815
Y,Y,1355,51.5,126,302.2,331.1481481
N,T,1296,52.3,96,297.4,326.7037037
N,Y,1393,43.9,81,300.7,327.0740741
N,T,1489,45.8,42,301.1,329.2962963
N,Y,1756,26.7,33,301.8,332.6296296
N,Y,1576,39.4,183,299.9,330.7777778
N,Y,1570,40.7,74,303.9,340.7777778
N,T,1383,44.3,72,302.2,334.8518519
N,Y,1315,54,180,297.8,318.9259259
N,T,1436,45.1,32,303.5,336.3333333
N,T,1434,48.3,138,296.8,320.037037
N,T,1863,22.5,79,299.5,325.5925926
N,T,1610,35.5,63,303.2,334.1111111
N,T,1346,51.1,147,300.3,334.1111111
N,X,1984,19.2,132,298.4,326.3333333
N,Y,1475,48,180,302.3,335.5925926
N,T,1434,50.7,121,300.8,338.1851852
N,T,1621,29.5,176,295.5,314.1111111
N,T,1330,59.5,33,300.5,335.962963
N,Y,1490,43,108,303,333
N,T,1413,43.5,83,302.2,334.4814815
N,T,1594,34.1,172,301.3,331.5185185
N,T,1369,50.8,164,302.1,333.3703704
N,Y,1584,31.7,117,298.4,324.1111111
N,Y,1527,43,56,298.1,324.1111111
N,T,1666,29.7,125,302.4,330.4074074
N,X,1379,50.7,106,298.9,325.962963
N,T,1470,38.8,197,297.5,326.3333333
N,T,2033,19.3,15,299,329.2962963
N,Y,1629,31.7,225,302.5,334.1111111
N,T,1393,56.1,12,300.3,328.5555556
N,T,1496,44.7,88,297.1,321.1481481
N,X,1721,27.4,79,302.6,330.037037
N,T,1502,42.4,133,300.6,328.1851852
N,T,1503,38.9,157,297.6,325.5925926
N,T,1562,42.5,179,298.9,329.6666667
N,T,1555,36.6,104,299.1,323.7407407
N,Y,1611,29,177,300.3,328.5555556
N,T,1515,37.3,6,301,332.2592593
N,T,1535,38,179,298.2,321.5185185
N,X,1565,39.3,94,298.7,327.8148148
N,T,1541,41.3,82,300.7,331.5185185
N,T,1494,47.3,118,300.6,330.4074074
N,T,1850,22.8,33,300.8,329.6666667
N,T,1548,38.6,59,301.2,330.037037
N,X,1282,60.2,24,300.6,334.4814815
Y,T,1267,68.2,76,299.2,323.7407407
N,T,1574,35,133,299.6,332.6296296
N,T,1365,53.3,113,300.3,335.2222222
N,Y,1725,28.3,177,304.1,341.1481481
N,X,1419,42.4,90,300.6,328.9259259
N,X,1594,33.2,55,295.9,315.962963
N,Y,1453,41.5,204,298.1,322.6296296
N,Y,1447,39.6,22,299.2,324.8518519
N,Y,1924,20.8,29,298.1,321.5185185
N,Y,1527,40.9,96,298.4,323.7407407
Y,X,1371,54.6,112,303.6,337.0740741
N,T,1363,53.1,7,303.6,337.8148148
N,T,1417,47.6,10,301.1,331.1481481
N,T,1486,45.7,146,300.8,331.8888889
N,Y,2093,18.7,190,301.3,330.4074074
N,Y,1534,37,47,298.8,328.1851852
N,T,1422,53.2,120,299.6,324.8518519
N,T,1405,55.2,103,299,324.4814815
N,Y,1371,50.2,109,300.3,334.1111111
N,Y,1615,33.3,41,298.5,324.1111111
N,T,1873,22.3,211,299.5,331.8888889
N,T,1468,39.2,35,296.7,320.7777778
N,T,1728,26,37,300,327.0740741
N,Y,1732,28.1,167,297.7,325.5925926
N,X,1502,39.5,38,303.3,333.7407407
N,T,1254,54.1,19,302.6,335.2222222
N,Y,1614,30.3,161,300.4,327.4444444
N,T,1538,32.2,173,298.3,323.3703704
N,T,1432,48.1,59,300.9,332.6296296
N,T,1348,54.8,50,300.7,329.6666667
N,Y,1340,59.4,60,302.5,335.962963
Y,T,1374,48.5,180,301.9,328.5555556
N,T,1429,43.7,104,302.4,329.2962963
N,X,1470,37.6,204,301.8,331.8888889
N,Y,1441,41.2,189,298.9,329.2962963
Y,T,1346,47.5,109,302.2,331.1481481
N,T,1599,40.5,57,300.9,330.7777778
N,Y,1448,43.3,199,298.2,322.6296296
N,T,1626,30.5,87,303,338.1851852
N,T,1427,50.4,17,297.5,324.8518519
N,Y,1479,40.5,24,302,331.1481481
N,T,1455,48,203,300.6,334.8518519
N,Y,1440,42.4,190,297.4,321.5185185
N,T,1431,41.4,199,300.9,327.8148148
N,T,1428,43.5,87,298.5,327.0740741
N,T,1446,37.6,75,302.3,332.6296296
Y,T,1181,65.9,203,298.7,328.1851852
N,Y,1597,33.5,116,298.4,325.962963
N,T,1553,36.6,157,299.8,328.5555556
N,T,1644,31.7,23,304.2,341.5185185
Y,T,1524,38.9,214,300.5,335.5925926
Y,T,1331,61.2,47,301.7,329.6666667
N,Y,1499,36.8,88,297.4,326.3333333
N,T,1422,39.8,219,299.6,325.962963
N,T,1519,39.3,155,302.1,333.3703704
N,T,1531,37.9,203,303.4,335.962963
N,T,1389,53.6,184,300.2,328.9259259
N,T,1426,46.2,97,300.7,333
N,T,1740,25.3,164,300.9,331.5185185
N,X,1336,56.8,136,299,330.7777778
N,T,1492,46.3,187,300.8,329.6666667
N,T,1421,41.4,102,302.3,331.8888889
N,Y,1513,41.5,80,298.9,329.2962963
N,X,1464,43.2,97,297.9,320.4074074
N,T,1559,34,54,298.1,325.2222222
N,T,1559,36.9,145,297.7,326.3333333
N,T,1510,45.4,72,299.3,323.3703704
N,T,1455,40.4,172,300.6,328.9259259
N,Y,1296,58.7,201,298.3,325.5925926
N,T,1521,39.3,197,301.8,332.2592593
N,Y,1861,21.8,84,301.7,331.5185185
N,T,1444,48.7,9,302.7,337.8148148
N,T,1389,45.3,64,301.2,331.1481481
N,T,1458,41.1,14,297.7,324.8518519
N,X,1462,51,119,299.9,327.4444444
N,T,1567,39.3,9,301.9,331.8888889
N,T,1499,38,111,300.9,332.6296296
N,T,2182,16.5,127,297.2,323.3703704
N,Y,1586,37.9,129,299.3,325.962963
N,Y,1652,28.6,112,300,327.8148148
N,Y,1255,60.7,77,297.5,323.7407407
N,X,1546,41.4,58,304.2,341.8888889
N,T,1449,48.8,181,302,328.9259259
N,X,1693,28.3,175,303.4,335.5925926
N,T,1437,36.2,95,298.1,325.2222222
N,X,1662,30.7,48,297.8,320.7777778
N,T,1590,33.9,107,298.5,326.3333333
N,X,1483,45.4,192,298.8,329.2962963
N,T,1653,35.9,177,296.9,320.4074074
N,T,1713,26.5,167,299.6,325.962963
N,X,1613,36,0,298.7,329.6666667
N,T,1492,43.7,59,297.9,320.4074074
N,Y,1393,47.7,28,299.6,325.962963
N,T,1927,24.6,132,300,334.1111111
N,X,1470,40.1,23,301.1,328.9259259
N,T,1340,44.5,76,303.5,337.8148148
N,T,1382,53,89,299,330.4074074
N,Y,1450,46.9,186,296.9,323
N,Y,1523,43.2,210,302.3,332.2592593
N,T,1472,42.5,91,301.6,328.1851852
N,Y,1461,43.7,142,297.7,326.7037037
N,T,1486,42.6,105,297.3,323.7407407
N,T,1438,45.5,188,304.1,341.1481481
N,Y,1448,52.1,71,299.3,323.7407407
N,T,1583,35.4,112,298.4,325.962963
N,T,1557,37.2,139,298.8,328.1851852
N,T,1583,32.6,230,298.9,330.037037
N,T,1306,58.3,35,298.2,321.8888889
N,Y,1526,38.2,181,295.4,313.3703704
N,Y,1762,27.8,127,302.3,331.8888889
N,T,1721,34.8,50,303.7,340.4074074
N,T,2250,16.6,208,299,324.1111111
N,X,1530,38.3,53,298.8,328.9259259
N,T,1686,30.9,106,302.1,334.1111111
N,Y,1478,40.1,5,300.6,329.6666667
N,X,1559,38.8,229,297.1,321.5185185
N,T,1444,40.5,170,298.5,322.2592593
N,Y,1550,40.2,96,300.6,327.0740741
N,Y,1629,32.6,69,301,337.0740741
N,T,1698,28.3,103,299.8,330.4074074
N,T,1374,47.6,176,301.4,330.037037
N,T,1321,46.9,75,300.1,327.4444444
N,T,1838,27.3,99,297.7,324.8518519
N,T,1950,20.3,202,298.1,320.037037
N,T,1889,22.8,148,302.9,337.4444444
N,T,1991,20.7,59,298.8,324.4814815
N,X,1453,48,124,301.5,330.7777778
N,Y,1422,50.7,219,300.8,336.3333333
N,X,1474,35.7,175,300.9,332.2592593
N,Y,1508,40.5,192,298.2,325.2222222
N,Y,1812,25.9,174,298.9,325.2222222
N,Y,1689,33.1,16,303.6,339.2962963
N,T,1361,56.9,81,298.3,321.5185185
N,Y,1567,34.5,204,298.9,327.4444444
N,X,1623,30.9,210,295.6,314.4814815
N,Y,1377,47.2,35,299,322.6296296
N,T,1477,35.6,101,298.4,327.4444444
N,T,1609,31.7,202,301.8,332.2592593
N,X,1433,44.2,68,298.2,328.9259259
N,T,1341,55.7,30,298.1,324.1111111
N,X,1436,42,110,303.6,338.5555556
N,T,1706,29.9,93,301.6,333.7407407
N,Y,1427,45.1,95,298,319.6666667
N,X,1674,30,54,297.5,322.6296296
N,T,1434,45.9,108,299,323.7407407
N,Y,1662,26.9,183,297.1,321.1481481
N,X,1422,46.1,4,302.8,338.1851852
N,Y,1578,40.5,174,301.7,333
N,T,1464,35.3,65,301.1,337.4444444
N,Y,1432,45.3,33,302.2,334.1111111
N,T,1660,38,99,302.6,332.6296296
N,T,1491,38.1,152,297.6,323.7407407
N,Y,1313,55.7,102,302.4,335.962963
N,T,1796,23.8,61,297.2,322.6296296
N,Y,1583,32.1,116,300.8,333
N,Y,2044,22.3,48,296,316.7037037
N,X,1359,46.6,176,297.1,323
N,T,1517,39.4,107,301.2,331.5185185
N,Y,1589,36.2,184,295.3,313.3703704
N,Y,1632,37.5,156,297.2,321.1481481
N,T,1447,50.3,11,302.1,333.3703704
N,T,1367,49.9,192,303.8,339.6666667
N,T,1429,58.2,103,299.9,333.7407407
N,Y,1644,34.6,5,301.7,329.2962963
N,T,1326,64.8,71,299.7,325.962963
N,Y,1510,44.5,66,301,332.2592593
N,Y,1426,44.7,157,302.9,337.4444444
N,T,1315,60.1,128,297,320.4074074
N,T,1404,50.9,31,303.2,333.3703704
N,T,1358,47.6,110,297.3,323.7407407
N,Y,1348,53,35,300.7,333.7407407
N,T,1692,30.3,64,300.7,327.0740741
N,T,1424,47.7,109,299.4,331.8888889
N,T,1356,51.1,133,300.2,327.0740741
N,T,1545,32.2,18,299.8,327.0740741
N,T,1452,42.9,29,300.5,330.7777778
N,T,1546,38.5,64,303.6,335.2222222
N,Y,1544,36.3,21,300.4,330.4074074
N,T,1551,33.8,72,298.3,321.1481481
N,X,1573,36,97,298.5,326.7037037
N,T,1382,47.1,11,297.6,323.7407407
N,T,1585,37.6,2,297.5,323.7407407
N,X,1653,32.4,100,301.9,330.037037
N,T,1732,29.9,32,297.5,326.3333333
N,T,1696,30.9,133,297.5,324.8518519
N,T,1375,53.2,179,300.6,331.8888889
N,T,1532,43.6,15,301.6,332.2592593
N,T,1827,27,22,300.2,334.8518519
N,T,1509,41.6,33,298,320.037037
N,Y,2157,17.8,17,302,331.5185185
N,T,1452,48.5,73,298.4,322.6296296
N,Y,1523,37.9,204,299.3,326.3333333
N,Y,1958,19.1,67,296.3,319.2962963
N,T,1429,43.6,176,301.6,331.5185185
N,T,1483,43.2,92,298.6,327.0740741
N,T,1429,37.7,126,299,323.7407407
N,T,1493,35.1,131,302.5,334.4814815
N,T,1454,43,108,302.5,329.6666667
N,Y,1452,43,139,300.8,331.5185185
N,Y,1295,56.6,39,301.2,329.2962963
N,T,1630,34,92,299,328.5555556
N,T,1629,34.1,151,301.5,330.4074074
N,T,1418,52.3,141,302.4,329.2962963
N,T,1435,40.1,219,303.1,333.3703704
N,T,1541,37.2,48,300.7,327.0740741
N,T,1443,53.4,21,298.8,322.2592593
N,T,1440,48.2,136,298.6,326.7037037
N,T,1393,52.1,110,299.6,331.5185185
N,T,1430,50.9,178,301.4,330.4074074
N,Y,1402,40.7,52,302.9,332.6296296
N,T,1490,38.4,67,300.5,334.4814815
N,Y,1397,51.3,155,300.7,327.8148148
N,Y,1422,43.1,186,299.3,323.3703704
N,T,1366,49.7,74,299.2,323.3703704
N,T,1487,41.4,84,297.7,323
N,T,1748,25.3,144,296.4,318.5555556
N,Y,1380,51.6,184,301.9,333
N,T,1544,30.2,113,298.6,328.1851852
N,T,1404,47.1,90,304,340.4074074
N,T,1590,35.5,59,297.3,322.6296296
N,T,1430,37.9,124,301.1,337.8148148
N,T,1629,31.3,41,300.1,334.1111111
N,X,1359,46.9,199,297.4,322.2592593
N,Y,1801,24.6,100,300.9,333.7407407
Y,Y,1262,70.5,234,302.8,337.4444444
N,X,1735,26.4,41,297.6,325.2222222
N,Y,1668,33.2,52,302.3,334.8518519
N,Y,1500,45.7,89,300.2,327.0740741
N,T,1366,55.6,57,301.9,333.7407407
N,T,1258,57.4,139,297.6,321.5185185
N,T,1501,44,128,303.5,339.6666667
N,T,1413,55,145,298.2,325.2222222
Y,T,1370,44.4,85,302,330.7777778
N,T,1677,29.2,49,302.5,334.4814815
N,T,1815,23.5,49,300.4,334.8518519
N,X,1352,52,69,301.2,331.1481481
N,T,1445,41.8,20,296.2,318.5555556
N,T,1424,43.3,120,296.9,320.4074074
N,Y,1587,33.6,108,304.1,341.8888889
N,Y,1474,45.2,152,300,325.5925926
N,T,1521,38.6,173,296.6,319.2962963
N,T,1393,49.9,78,299.6,331.8888889
N,T,1644,31.6,166,301.2,331.5185185
N,X,1582,30.8,144,300.3,327.8148148
N,Y,1755,26.4,19,299.2,322.6296296
N,T,2141,17.9,33,300.1,326.7037037
N,T,1336,47.8,176,303.8,340.7777778
N,T,1336,45,66,298.2,324.8518519
N,Y,1467,48.1,43,301.9,332.6296296
N,Y,1433,48.8,191,300.2,326.7037037
N,Y,1855,25.3,178,301.4,331.1481481
Y,T,1307,54,86,302.5,329.6666667
N,T,1886,23,198,299,323.3703704
N,T,1426,46.8,95,302.4,329.2962963
N,T,1882,23.8,84,300,325.5925926
N,T,1528,37,221,300.5,326.3333333
N,T,1862,27,172,298.3,324.8518519
N,Y,1420,49.1,42,303.5,338.9259259
N,T,1391,50.3,101,303.6,336.3333333
N,Y,1809,25.1,126,301.1,337.8148148
N,Y,1428,43,53,299.1,330.7777778
N,Y,1515,42.6,204,303.4,335.5925926
N,T,1395,49.8,133,298.3,325.5925926
Y,T,1365,49.1,226,299,330.4074074
N,T,1440,52.5,200,300.6,331.5185185
N,T,1542,48.4,42,298.6,325.962963
N,X,1456,45.4,130,302.3,335.2222222
N,T,1495,38.4,75,299,324.4814815
N,Y,1627,30.8,104,303.6,335.5925926
N,Y,1619,31.3,38,300.2,329.2962963
N,T,1482,43.6,154,301.7,333.3703704
N,Y,1557,31.6,52,300.8,332.2592593
N,T,1430,40.9,93,300.1,334.1111111
N,T,1427,43.8,88,302.2,334.4814815
N,T,1423,51.9,60,302.7,337.8148148
N,T,1435,45.7,110,297.4,321.8888889
N,T,1451,38.2,80,297.9,320.7777778
N,T,1483,44.4,141,300.2,334.1111111
N,Y,1645,31.9,155,299.7,325.2222222
N,Y,1469,54.8,191,298.3,327.4444444
N,Y,1408,51.5,4,297.6,324.1111111
N,T,1366,43,117,300.4,336.3333333
N,T,1546,36.1,94,298.3,326.7037037
N,Y,1558,45.3,193,302,332.2592593
N,T,1332,59.1,115,298.5,324.4814815
N,X,1603,32.5,148,302.7,336.7037037
N,Y,1567,34.3,130,300.9,332.6296296
N,T,1969,20.7,109,300.7,332.6296296
N,Y,1422,45.3,103,299.5,325.5925926
N,Y,1236,57.5,12,300.3,335.2222222
N,T,1510,36.2,92,297.4,324.1111111
N,Y,1422,46.4,194,302.4,335.962963
N,Y,1398,48.9,63,297.6,323
N,T,1397,51.2,173,300,326.3333333
N,Y,1494,42.2,35,300.8,330.037037
N,Y,1335,50.4,110,298.1,324.8518519
N,T,1388,49.9,48,302.3,329.2962963
N,T,1351,51,37,297.6,323.7407407
N,Y,1432,41.5,51,301.9,332.6296296
N,T,1706,28.6,206,299,324.1111111
N,T,1542,37.4,88,296.6,320.037037
N,T,1511,37.2,197,302.6,330.7777778
Y,T,1258,69.4,119,299.3,324.8518519
N,Y,1483,50.9,26,298,320.7777778
N,Y,1300,58.3,92,301.3,331.5185185
N,T,1463,37.4,56,299,329.2962963
N,Y,1425,40.8,178,300,327.0740741
N,T,1784,26.4,79,302.3,334.8518519
N,T,1542,33.6,80,301.3,332.6296296
N,T,1592,32.6,174,302.5,330.037037
N,T,1469,48.2,144,297.2,321.1481481
N,X,1572,35.6,202,298.7,323.3703704
N,T,1397,44.6,57,301.7,330.037037
N,Y,1420,50.3,208,299.3,324.1111111
N,T,1574,36.4,135,299.7,333
N,Y,1429,44.7,203,300.3,329.6666667
N,X,1381,52.4,140,303.8,340.7777778
N,T,1727,28.7,43,299.1,330.037037
N,T,1545,36.3,90,298.3,329.2962963
N,T,1495,42.3,132,300.6,329.2962963
N,T,1319,50.9,141,297.6,324.1111111
N,Y,1510,35.5,155,297.5,323.7407407
N,T,1382,43.9,116,297.9,325.2222222
N,T,1947,25,137,301.9,331.5185185
N,T,1426,53.6,66,300.6,327.4444444
N,T,1749,33.4,153,299.8,328.1851852
Y,T,1378,50.4,220,299.2,323.3703704
N,Y,1501,37.1,70,298.9,328.5555556
N,T,2280,15.4,207,299.3,325.962963
N,T,1233,64.6,45,301.2,331.8888889
N,T,1463,43.9,116,298.3,328.5555556
N,Y,1293,49.7,37,300.3,330.4074074
N,X,1671,31.8,108,298.5,326.7037037
N,T,1670,33,200,301.2,332.6296296
N,T,1569,34.4,160,298.4,323.7407407
N,X,1484,41.5,65,302.7,336.3333333
N,Y,1551,34.6,211,301.9,327.4444444
N,T,1693,31.6,65,299.1,323
N,Y,1387,45.5,166,298,319.6666667
N,X,1563,44.6,163,298.5,322.2592593
N,T,1446,44.5,135,300.9,330.037037
N,Y,1448,42.4,145,300.3,327.0740741
N,T,1575,38.3,54,303.6,340.037037
N,T,1588,34.1,38,299.6,329.6666667
N,Y,1629,35.3,0,300.6,335.962963
N,Y,1485,40.5,188,300.2,329.2962963
N,Y,1442,41.1,89,301.7,331.5185185
N,T,1486,43,66,301.7,329.6666667
N,Y,1435,42.9,18,297.9,319.2962963
N,T,1477,40.4,138,299.5,326.3333333
N,T,1431,45.7,97,298.8,323.7407407
N,Y,1505,35.6,105,300.7,331.1481481
N,T,1504,42.4,180,297.9,320.037037
N,Y,1419,45.2,27,299,325.2222222
N,T,1413,46.5,122,298.9,323.7407407
N,T,1489,38.1,32,299.1,322.6296296
N,T,1496,36.4,126,297.4,323.3703704
N,T,1750,25.8,72,298.7,323
N,T,1367,47.1,204,296.9,321.1481481
N,Y,1445,46.3,17,302,331.8888889
N,T,1735,26.1,194,303,333.3703704
N,Y,1539,42.2,134,297.4,326.7037037
N,T,1658,30,3,298.2,321.5185185
N,T,1439,44.2,82,299.1,326.7037037
N,Y,1441,43.9,94,299.1,330.037037
N,T,1648,32.1,197,302.3,335.2222222
N,Y,1491,51.2,13,298.4,325.962963
N,X,1568,40.6,39,298.5,325.962963
N,T,1446,45.7,173,299.5,324.1111111
N,T,1399,47.9,80,300.7,333.3703704
N,Y,1426,45.5,53,295.6,315.2222222
N,T,1578,38.4,49,301,332.2592593
N,T,1262,63.8,100,303.3,338.9259259
N,T,1524,43.5,222,300.7,335.2222222
N,T,1379,43.3,111,297.7,319.6666667
N,Y,1382,54.1,27,300.5,336.3333333
N,T,1559,38.1,194,299,323.3703704
N,T,1316,56.5,120,300.9,332.6296296
N,T,1418,51.2,52,297.4,323.3703704
N,Y,1590,36.3,113,303.4,339.2962963
N,T,1465,43.8,7,302.3,331.8888889
N,X,1612,32.5,143,300.8,333.3703704
N,T,1586,32.2,64,302.5,329.6666667
N,T,1364,44.9,106,298.7,327.4444444
N,Y,1397,48.1,164,299.8,328.9259259
N,T,1389,54.1,109,303.4,339.6666667
N,Y,1693,29.9,35,297.9,328.1851852
N,Y,1419,50.9,39,303.4,335.962963
Y,Y,1381,65.2,136,300.3,333.3703704
N,T,1589,35.5,191,300.4,333
N,T,1539,36.5,134,298.2,325.5925926
N,T,1648,35.7,119,304,340.4074074
N,X,2051,19,184,298.5,325.5925926
N,T,1462,39.4,22,302.8,338.5555556
N,T,1370,52.4,115,295.6,314.1111111
N,T,1763,26.5,184,302.7,336.7037037
N,Y,1449,47.9,131,299.3,325.5925926
N,T,1601,35.2,31,302.7,336.7037037
N,T,1648,31.7,46,300.6,329.6666667
N,Y,1376,52.1,147,300.1,327.4444444
N,T,1438,41.4,66,302.2,331.8888889
N,T,1485,39.9,207,299.8,325.5925926
N,T,1598,35.5,69,302.6,335.962963
N,Y,1445,41.2,169,299.9,333.7407407
N,T,1447,48.6,46,297.8,321.1481481
N,Y,1573,32.1,143,302,330.7777778
N,T,2358,14.9,49,297.3,322.6296296
N,T,1600,31.5,23,300.2,329.6666667
N,T,1550,30.9,9,304.1,340.4074074
N,Y,1540,41.5,151,300.3,334.4814815
N,T,1413,46.5,121,296.8,321.1481481
N,Y,1600,32.8,205,301.5,330.7777778
N,T,1713,33.5,141,299.7,325.5925926
N,T,1551,40,125,297.3,324.1111111
N,T,1652,32.1,52,297.2,323.7407407
N,Y,1435,48.4,143,299.6,325.5925926
N,T,1495,43.6,95,300.2,334.1111111
N,T,2024,19.9,102,303,338.9259259
N,T,1505,33.5,14,297.3,323.7407407
N,T,1505,41.3,173,300.8,336.7037037
N,Y,1453,47.7,101,298.8,327.8148148
N,T,1542,34.1,137,302.6,335.2222222
N,Y,1676,29,178,297.8,328.1851852
N,Y,1515,44.2,168,303.4,335.2222222
N,T,1412,47,164,302.3,332.6296296
N,T,1671,33.5,148,300.9,334.8518519
N,T,1584,38.2,154,297.4,324.1111111
N,Y,1500,46.3,137,297.4,324.8518519
N,T,1845,21.9,27,302.3,334.1111111
N,T,1660,31.4,38,300.1,334.1111111
N,Y,1608,31.1,20,304.2,340.4074074
N,T,1563,32.8,51,298.1,328.5555556
N,Y,1609,32.4,151,298.3,321.1481481
N,T,1566,36.4,170,300.2,328.5555556
N,Y,1526,30.8,37,303.4,339.2962963
N,Y,1402,48.1,22,300.9,331.8888889
N,T,1597,38.2,11,297.8,320.7777778
N,X,1770,27.2,140,297.2,321.8888889
N,X,1706,31.8,8,298.3,324.8518519
N,T,1458,47,183,299.2,329.6666667
N,Y,1532,41.5,126,300.9,334.1111111
N,T,1313,50.8,170,298,323.7407407
N,T,1524,36.8,82,296.7,320.4074074
N,Y,1825,25.2,29,303.6,339.2962963
N,Y,1832,24.2,179,300.4,335.2222222
N,Y,1525,38.5,27,298.9,330.7777778
N,Y,1664,25.7,150,300.8,337.0740741
N,Y,1362,42.1,182,300.4,326.7037037
N,T,1477,42.4,158,298.8,325.5925926
N,Y,1530,43.9,165,301,334.4814815
N,Y,1369,54.8,145,297.5,323
N,Y,1365,48.2,199,301.8,331.8888889
Y,T,1356,65.3,66,300.7,332.2592593
N,T,1654,32.7,159,299.8,329.6666667
N,T,1485,38.8,9,300.7,335.962963
N,T,1512,35.8,18,298.4,326.3333333
N,X,1552,40.7,120,299.3,325.5925926
N,T,1434,49.8,16,301.3,333.7407407
N,Y,2102,19,5,303.2,334.1111111
N,T,1429,48.5,164,298.2,325.5925926
N,T,1472,45.1,70,297.9,323.3703704
N,Y,1611,31.6,197,297.2,323.3703704
N,Y,1691,27.7,105,301.7,331.1481481
N,T,1487,43,78,300.5,334.4814815
N,T,1498,42.9,25,300.5,336.3333333
N,T,1507,42.5,117,300.5,328.1851852
N,Y,1436,43.5,184,302.5,336.3333333
N,T,1441,44.6,96,300.4,334.4814815
N,Y,1822,24.3,164,295.5,314.4814815
N,X,1580,35.7,161,301.5,330.4074074
N,T,1551,37.7,64,301.8,331.5185185
N,T,1463,43,189,302.5,330.7777778
N,Y,1378,48.7,119,299.5,332.2592593
N,T,1471,37.5,193,301.4,330.4074074
N,T,1494,42.6,161,297.4,323.7407407
N,T,1489,40.2,214,297.2,323.7407407
N,T,1785,24.8,45,302.4,334.4814815
N,Y,1592,32.9,82,300.8,333.3703704
N,T,1724,28.1,133,301,327.4444444
N,T,1396,48.6,0,299,324.1111111
N,T,1610,33.1,161,302.4,332.6296296
Y,Y,1542,37.5,203,299.3,323
N,T,1740,31.1,113,300.4,327.8148148
N,T,1717,27.3,26,298.7,329.6666667
N,T,1734,32.4,161,299,323.7407407
N,T,1611,34.1,186,302.7,337.0740741
N,Y,1329,54.5,75,304.2,341.5185185
N,T,1492,44.6,15,301,332.2592593
N,T,1462,46.7,7,299.5,326.3333333
N,X,1418,51.9,77,297.7,323
N,Y,1350,57,105,297.7,324.4814815
N,T,1892,22.5,79,303.7,336.3333333
N,T,1734,30.6,154,299.3,325.2222222
N,X,1479,50.7,70,298,321.5185185
N,T,1268,60,53,301.1,333.7407407
N,T,1517,39.2,107,300.8,338.1851852
N,T,1534,37.9,88,295.8,315.962963
N,X,1488,42.8,54,303.7,339.2962963
N,Y,1701,30.8,44,300.7,335.2222222
N,Y,1555,37,111,298,321.5185185
N,T,1561,33.2,48,300.7,330.7777778
N,Y,1368,56.8,72,298.7,329.2962963
N,X,1463,41.6,102,300.3,334.8518519
N,T,1530,38.5,93,297.5,323.3703704
N,X,1364,49.6,50,299.9,333.3703704
N,T,1391,58.2,135,299.4,325.2222222
N,Y,1392,43.1,218,298.9,328.1851852
N,Y,1353,51,172,303.5,338.1851852
N,T,1596,32.8,193,302.6,330.7777778
N,Y,1507,38.5,180,303.8,338.9259259
N,T,1426,43.6,89,297.9,321.1481481
N,T,1493,37.5,219,300.3,330.4074074
N,T,1496,36.3,161,298.9,330.037037
N,T,1707,32.5,124,299.8,331.1481481
N,Y,1584,40,4,297.2,323.3703704
N,Y,1423,44.6,93,302.3,335.2222222
N,Y,1397,54.1,47,298.6,327.4444444
N,T,1528,35.7,198,301.5,330.7777778
N,X,1726,26.8,158,297.4,324.1111111
N,T,1480,40.9,2,299.8,326.7037037
N,T,1357,47.3,106,299.5,325.5925926
N,T,1603,32.4,194,302.5,334.4814815
N,T,1491,40.1,195,299.7,332.2592593
N,Y,1517,38.4,185,299.1,331.8888889
N,T,1481,40,100,303.9,340.7777778
N,T,1336,61.3,94,299.1,329.2962963
N,T,1590,33.6,5,300,334.1111111
N,T,1547,40.9,107,295.9,316.7037037
N,T,1507,43.1,13,304.4,342.2592593
N,Y,1424,45.5,2,297.8,325.5925926
N,Y,1666,24.3,68,298.4,326.7037037
N,T,1473,40.4,59,299.9,326.3333333
N,T,1386,57.8,172,302.8,337.4444444
N,T,1322,50.9,215,300.2,334.8518519
N,X,1455,44.9,107,298.8,329.6666667
N,X,1554,41.6,62,299.7,325.962963
N,Y,1411,41.6,160,300.4,326.3333333
N,X,1661,34.2,109,296.7,319.2962963
N,T,1563,38.2,15,297.5,322.2592593
N,Y,1540,39.8,38,297.9,321.1481481
N,T,1435,43.3,31,300.5,330.037037
N,T,1694,27.1,36,297.5,323.7407407
